# Simulation 1 (Up to date)
# 728 data points written for 18 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Gravitational acceleration (ft/s²),Angle of attack (°),Mass (lb),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (lbf),Drag force (lbf),Drag coefficient (?),Normal force coefficient (?),Air temperature (°F),Air pressure (psi),Dynamic Pressure (psi),Max Dynamic Pressure (psi)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
25.408,9032.5,-17.959,-31.647,32.099,NaN,80,NaN,0.01945,1516554,0,1.4472,NaN,NaN,26.785,10.496,0.0027798,4.2556
25.46,9031.6,-19.6,-31.569,32.099,NaN,80,NaN,0.020751,1617972,0,1.6472,NaN,NaN,26.789,10.496,0.0031639,4.2556
25.512,9030.5,-21.24,-31.485,32.099,NaN,80,NaN,0.022015,1716600,0,1.854,NaN,NaN,26.792,10.496,0.0035614,4.2556
25.565,9029.3,-22.88,-31.393,32.099,NaN,80,NaN,0.023349,1820643,0,2.0856,NaN,NaN,26.796,10.497,0.0040061,4.2556
25.617,9028.1,-24.52,-31.294,32.099,NaN,80,NaN,0.024731,1928536,0,2.34,NaN,NaN,26.8,10.497,0.0044948,4.2556
25.67,9026.8,-26.16,-31.192,32.099,NaN,80,NaN,0.025979,2025896,0,2.5822,NaN,NaN,26.804,10.498,0.00496,4.2556
25.722,9025.3,-27.801,-31.083,32.099,NaN,80,NaN,0.027279,2127363,0,2.8472,NaN,NaN,26.809,10.498,0.0054692,4.2556
25.775,9023.8,-29.441,-30.96,32.099,NaN,80,NaN,0.02878,2244527,0,3.1694,NaN,NaN,26.814,10.499,0.006088,4.2556
25.828,9022.2,-31.081,-30.829,32.099,NaN,80,NaN,0.03031,2363943,0,3.5155,NaN,NaN,26.82,10.499,0.0067528,4.2556
25.882,9020.5,-32.721,-30.699,32.099,NaN,80,NaN,0.031632,2467181,0,3.8292,NaN,NaN,26.825,10.5,0.0073553,4.2556
25.936,9018.7,-34.361,-30.564,32.099,NaN,80,NaN,0.032949,2.57e6,0,4.1549,NaN,NaN,26.831,10.501,0.0079809,4.2556
25.989,9016.8,-36.001,-30.423,32.099,NaN,80,NaN,0.034252,2671801,0,4.4904,NaN,NaN,26.838,10.502,0.0086253,4.2556
26.044,9014.8,-37.641,-30.282,32.099,NaN,80,NaN,0.035456,2765831,0,4.8118,NaN,NaN,26.845,10.502,0.0092428,4.2556
26.098,9012.7,-39.281,-30.131,32.099,NaN,80,NaN,0.036724,2864903,0,5.1625,NaN,NaN,26.852,10.503,0.0099164,4.2556
26.153,9010.5,-40.921,-29.964,32.099,NaN,80,NaN,0.038164,2977439,0,5.5758,NaN,NaN,26.859,10.504,0.01071,4.2556
26.208,9008.2,-42.561,-29.79,32.099,NaN,80,NaN,0.039619,3091140,0,6.0095,NaN,NaN,26.867,10.505,0.011543,4.2556
26.263,9005.8,-44.201,-29.616,32.099,NaN,80,NaN,0.040967,3196558,0,6.4261,NaN,NaN,26.875,10.506,0.012344,4.2556
26.319,9003.3,-45.841,-29.434,32.099,NaN,80,NaN,0.042326,3302828,0,6.8602,NaN,NaN,26.884,10.507,0.013177,4.2556
26.375,9000.7,-47.481,-29.236,32.099,NaN,80,NaN,0.043852,3422130,0,7.3644,NaN,NaN,26.893,10.508,0.014146,4.2556
26.431,8998,-49.121,-29.032,32.099,NaN,80,NaN,0.045342,3538706,0,7.8742,NaN,NaN,26.902,10.509,0.015125,4.2556
26.488,8995.1,-50.76,-28.825,32.099,NaN,80,NaN,0.04679,3652014,0,8.3861,NaN,NaN,26.912,10.51,0.016109,4.2556
26.546,8992.2,-52.4,-28.606,32.099,NaN,80,NaN,0.048296,3769824,0,8.9354,NaN,NaN,26.922,10.511,0.017164,4.2556
26.603,8989.1,-54.04,-28.39,32.099,NaN,80,NaN,0.049677,3877952,0,9.4548,NaN,NaN,26.932,10.512,0.018161,4.2556
26.662,8985.9,-55.679,-28.16,32.099,NaN,80,NaN,0.051154,3993609,0,10.027,NaN,NaN,26.943,10.514,0.01926,4.2556
26.72,8982.6,-57.319,-27.924,32.099,NaN,80,NaN,0.052604,4107232,0,10.605,NaN,NaN,26.955,10.515,0.02037,4.2556
26.78,8979.2,-58.959,-27.675,32.099,NaN,80,NaN,0.054141,4227618,0,11.235,NaN,NaN,26.967,10.516,0.02158,4.2556
26.839,8975.6,-60.598,-27.422,32.099,NaN,80,NaN,0.055645,4345504,0,11.869,NaN,NaN,26.979,10.518,0.022799,4.2556
26.9,8971.9,-62.237,-27.161,32.099,NaN,80,NaN,0.05715,4463519,0,12.522,NaN,NaN,26.992,10.519,0.024052,4.2556
26.961,8968,-63.876,-26.893,32.099,NaN,80,NaN,0.058663,4582164,0,13.195,NaN,NaN,27.005,10.52,0.025346,4.2556
27.022,8964.1,-65.516,-26.619,32.099,NaN,80,NaN,0.060154,4699110,0,13.876,NaN,NaN,27.019,10.522,0.026654,4.2556
27.085,8959.9,-67.155,-26.341,32.099,NaN,80,NaN,0.061619,4814158,0,14.563,NaN,NaN,27.033,10.524,0.027973,4.2556
27.147,8955.6,-68.794,-26.051,32.099,NaN,80,NaN,0.063135,4933139,0,15.29,NaN,NaN,27.047,10.525,0.029371,4.2556
27.211,8951.2,-70.432,-25.759,32.099,NaN,80,NaN,0.064599,5048144,0,16.01,NaN,NaN,27.063,10.527,0.030753,4.2556
27.275,8946.6,-72.071,-25.451,32.099,NaN,80,NaN,0.066151,5170106,0,16.792,NaN,NaN,27.079,10.529,0.032255,4.2556
27.341,8941.9,-73.71,-25.146,32.099,NaN,80,NaN,0.0676,5284093,0,17.539,NaN,NaN,27.095,10.531,0.033689,4.2556
27.407,8937,-75.348,-24.832,32.099,NaN,80,NaN,0.069072,5399841,0,18.314,NaN,NaN,27.112,10.533,0.035178,4.2556
27.473,8931.9,-76.987,-24.512,32.099,NaN,80,NaN,0.070534,5514942,0,19.101,NaN,NaN,27.129,10.535,0.03669,4.2556
27.541,8926.6,-78.625,-24.177,32.099,NaN,80,NaN,0.072064,5635435,0,19.943,NaN,NaN,27.148,10.537,0.038307,4.2556
27.61,8921.1,-80.263,-23.836,32.099,NaN,80,NaN,0.073586,5755291,0,20.798,NaN,NaN,27.166,10.539,0.03995,4.2556
27.68,8915.5,-81.901,-23.489,32.099,NaN,80,NaN,0.075097,5874392,0,21.665,NaN,NaN,27.186,10.541,0.041616,4.2556
27.75,8909.6,-83.538,-23.139,32.099,NaN,80,NaN,0.076572,5990811,0,22.53,NaN,NaN,27.206,10.543,0.043277,4.2556
27.822,8903.6,-85.176,-22.784,32.099,NaN,80,NaN,0.078029,6105831,0,23.401,NaN,NaN,27.227,10.546,0.04495,4.2556
27.895,8897.3,-86.813,-22.418,32.099,NaN,80,NaN,0.079518,6223395,0,24.308,NaN,NaN,27.248,10.548,0.046692,4.2556
27.97,8890.8,-88.45,-22.045,32.099,NaN,80,NaN,0.081012,6341507,0,25.236,NaN,NaN,27.271,10.551,0.048475,4.2556
28.045,8884,-90.088,-21.67,32.099,NaN,80,NaN,0.082457,6455800,0,26.151,NaN,NaN,27.294,10.553,0.050232,4.2556
28.122,8877,-91.725,-21.285,32.099,NaN,80,NaN,0.083924,6571968,0,27.097,NaN,NaN,27.318,10.556,0.052049,4.2556
28.2,8869.8,-93.362,-20.892,32.099,NaN,80,NaN,0.085404,6689211,0,28.068,NaN,NaN,27.343,10.559,0.053915,4.2556
28.28,8862.3,-94.999,-20.488,32.099,NaN,80,NaN,0.086908,6808460,0,29.074,NaN,NaN,27.369,10.562,0.055847,4.2556
28.362,8854.5,-96.635,-20.072,32.099,NaN,80,NaN,0.08845,6930700,0,30.123,NaN,NaN,27.396,10.565,0.057862,4.2556
28.445,8846.3,-98.271,-19.665,32.099,NaN,80,NaN,0.089873,7043790,0,31.109,NaN,NaN,27.424,10.568,0.059756,4.2556
28.53,8837.9,-99.908,-19.248,32.099,NaN,80,NaN,0.091314,7158480,0,32.125,NaN,NaN,27.453,10.571,0.061708,4.2556
28.617,8829.2,-101.54,-18.821,32.099,NaN,80,NaN,0.092776,7274848,0,33.173,NaN,NaN,27.483,10.575,0.063721,4.2556
28.706,8820.1,-103.18,-18.387,32.099,NaN,80,NaN,0.094233,7390930,0,34.234,NaN,NaN,27.514,10.578,0.065759,4.2556
28.797,8810.6,-104.82,-17.946,32.099,NaN,80,NaN,0.095691,7507262,0,35.314,NaN,NaN,27.546,10.582,0.067833,4.2556
28.891,8800.7,-106.45,-17.487,32.099,NaN,80,NaN,0.097221,7629397,0,36.466,NaN,NaN,27.58,10.586,0.070046,4.2556
28.987,8790.4,-108.09,-17.022,32.1,NaN,80,NaN,0.098741,7750886,0,37.629,NaN,NaN,27.615,10.59,0.07228,4.2556
29.086,8779.6,-109.72,-16.552,32.1,NaN,80,NaN,0.10024,7870965,0,38.796,NaN,NaN,27.652,10.594,0.074522,4.2556
29.187,8768.4,-111.36,-16.074,32.1,NaN,80,NaN,0.10174,7991407,0,39.984,NaN,NaN,27.69,10.598,0.076805,4.2556
29.292,8756.6,-112.99,-15.587,32.1,NaN,80,NaN,0.10326,8113118,0,41.203,NaN,NaN,27.731,10.603,0.079145,4.2556
29.4,8744.3,-114.63,-15.093,32.1,NaN,80,NaN,0.10477,8234577,0,42.436,NaN,NaN,27.773,10.608,0.081514,4.2556
29.512,8731.4,-116.26,-14.603,32.1,NaN,80,NaN,0.1062,8350145,0,43.625,NaN,NaN,27.816,10.613,0.083798,4.2556
29.628,8717.8,-117.89,-14.096,32.1,NaN,80,NaN,0.1077,8470853,0,44.884,NaN,NaN,27.862,10.618,0.086216,4.2556
29.748,8703.5,-119.53,-13.575,32.1,NaN,80,NaN,0.10923,8594560,0,46.193,NaN,NaN,27.911,10.623,0.08873,4.2556
29.873,8688.5,-121.16,-13.051,32.1,NaN,80,NaN,0.11073,8716592,0,47.501,NaN,NaN,27.962,10.629,0.091242,4.2556
30.003,8672.6,-122.78,-12.515,32.1,NaN,80,NaN,0.11226,8840282,0,48.844,NaN,NaN,28.015,10.635,0.093823,4.2556
30.139,8655.9,-124.41,-11.98,32.1,NaN,80,NaN,0.11374,8960826,0,50.17,NaN,NaN,28.072,10.641,0.09637,4.2556
30.282,8638,-126.04,-11.441,32.1,NaN,80,NaN,0.11518,9079282,0,51.489,NaN,NaN,28.132,10.648,0.098902,4.2556
30.431,8619.1,-127.67,-10.891,32.1,NaN,80,NaN,0.11666,9200065,0,52.85,NaN,NaN,28.195,10.655,0.10152,4.2556
30.588,8598.9,-129.29,-10.331,32.1,NaN,80,NaN,0.11813,9321556,0,54.235,NaN,NaN,28.263,10.663,0.10418,4.2556
30.755,8577.2,-130.92,-9.7627,32.1,NaN,80,NaN,0.11961,9443394,0,55.64,NaN,NaN,28.335,10.671,0.10688,4.2556
30.932,8553.9,-132.54,-9.1816,32.1,NaN,80,NaN,0.12111,9567637,0,57.09,NaN,NaN,28.412,10.68,0.10966,4.2556
31.12,8528.8,-134.16,-8.5922,32.1,NaN,80,NaN,0.12261,9692309,0,58.562,NaN,NaN,28.495,10.69,0.11249,4.2556
31.322,8501.6,-135.77,-7.9979,32.1,NaN,80,NaN,0.12408,9816145,0,60.039,NaN,NaN,28.585,10.7,0.11533,4.2556
31.54,8471.8,-137.39,-7.4032,32.1,NaN,80,NaN,0.12552,9937265,0,61.498,NaN,NaN,28.682,10.711,0.11813,4.2556
31.778,8438.9,-139,-6.7986,32.101,NaN,80,NaN,0.12695,10059190,0,62.981,NaN,NaN,28.788,10.723,0.12098,4.2556
32.038,8402.5,-140.61,-6.1751,32.101,NaN,80,NaN,0.12842,10185358,0,64.53,NaN,NaN,28.905,10.736,0.12395,4.2556
32.328,8361.5,-142.22,-5.5437,32.101,NaN,80,NaN,0.12988,10311777,0,66.097,NaN,NaN,29.035,10.751,0.12696,4.2556
32.656,8314.6,-143.83,-4.9088,32.101,NaN,80,NaN,0.1313,10436703,0,67.656,NaN,NaN,29.182,10.767,0.12996,4.2556
33.034,8259.9,-145.44,-4.2557,32.101,NaN,80,NaN,0.13274,10565026,0,69.269,NaN,NaN,29.349,10.786,0.13306,4.2556
33.478,8195,-147.03,-3.581,32.101,NaN,80,NaN,0.13421,10698005,0,70.951,NaN,NaN,29.544,10.808,0.13629,4.2556
33.978,8121.1,-148.48,-2.9011,32.101,NaN,80,NaN,0.13562,10830605,0,72.631,NaN,NaN,29.775,10.835,0.13951,4.2556
34.478,8046.6,-149.61,-2.256,32.102,NaN,80,NaN,0.13691,10957182,0,74.226,NaN,NaN,30.039,10.866,0.14258,4.2556
34.978,7971.6,-150.47,-1.7238,32.102,NaN,80,NaN,0.13793,11063858,0,75.564,NaN,NaN,30.305,10.898,0.14515,4.2556
35.478,7896.2,-151.12,-1.3045,32.102,NaN,80,NaN,0.13867,11147647,0,76.596,NaN,NaN,30.572,10.93,0.14713,4.2556
35.978,7820.5,-151.6,-0.96647,32.102,NaN,80,NaN,0.13922,11216602,0,77.429,NaN,NaN,30.841,10.962,0.14873,4.2556
36.478,7744.6,-151.95,-0.69357,32.103,NaN,80,NaN,0.13962,11274064,0,78.105,NaN,NaN,31.111,10.994,0.15003,4.2556
36.978,7668.6,-152.19,-0.47298,32.103,NaN,80,NaN,0.13991,11322514,0,78.659,NaN,NaN,31.382,11.026,0.15109,4.2556
37.478,7592.4,-152.34,-0.29837,32.103,NaN,80,NaN,0.14009,11362486,0,79.095,NaN,NaN,31.653,11.059,0.15193,4.2556
37.978,7516.2,-152.42,-0.1643,32.103,NaN,80,NaN,0.14017,11394347,0,79.42,NaN,NaN,31.924,11.091,0.15255,4.2556
38.478,7440,-152.45,-0.052211,32.103,NaN,80,NaN,0.14022,11423299,0,79.704,NaN,NaN,32.196,11.124,0.1531,4.2556
38.978,7363.8,-152.43,0.036824,32.104,NaN,80,NaN,0.14021,11448185,0,79.933,NaN,NaN,32.468,11.156,0.15354,4.2556
39.478,7287.6,-152.38,0.10112,32.104,NaN,80,NaN,0.14014,11467579,0,80.085,NaN,NaN,32.739,11.188,0.15383,4.2556
39.978,7211.4,-152.3,0.15517,32.104,NaN,80,NaN,0.14006,11485741,0,80.22,NaN,NaN,33.011,11.221,0.15409,4.2556
40.478,7135.3,-152.2,0.19523,32.104,NaN,80,NaN,0.13994,11500965,0,80.315,NaN,NaN,33.283,11.253,0.15427,4.2556
40.978,7059.2,-152.09,0.22754,32.105,NaN,80,NaN,0.13981,11514954,0,80.394,NaN,NaN,33.554,11.286,0.15442,4.2556
41.478,6983.2,-151.96,0.25397,32.105,NaN,80,NaN,0.13967,11528087,0,80.46,NaN,NaN,33.826,11.318,0.15455,4.2556
41.978,6907.3,-151.82,0.27394,32.105,NaN,80,NaN,0.13951,1.154e7,0,80.51,NaN,NaN,34.097,11.35,0.15465,4.2556
42.478,6831.4,-151.68,0.28962,32.105,NaN,80,NaN,0.13934,11551050,0,80.549,NaN,NaN,34.368,11.383,0.15472,4.2556
42.978,6755.6,-151.53,0.30159,32.106,NaN,80,NaN,0.13917,11561454,0,80.58,NaN,NaN,34.638,11.415,0.15478,4.2556
43.478,6679.9,-151.37,0.31073,32.106,NaN,80,NaN,0.139,11571331,0,80.603,NaN,NaN,34.908,11.447,0.15483,4.2556
43.978,6604.2,-151.21,0.31783,32.106,NaN,80,NaN,0.13882,11580856,0,80.623,NaN,NaN,35.178,11.48,0.15486,4.2556
44.478,6528.7,-151.05,0.32209,32.106,NaN,80,NaN,0.13863,1.159e7,0,80.632,NaN,NaN,35.448,11.512,0.15488,4.2556
44.978,6453.2,-150.89,0.32767,32.107,NaN,80,NaN,0.13845,11599135,0,80.647,NaN,NaN,35.718,11.545,0.15491,4.2556
45.478,6377.8,-150.72,0.33407,32.107,NaN,80,NaN,0.13826,11609142,0,80.663,NaN,NaN,35.987,11.578,0.15494,4.2556
45.978,6302.5,-150.55,0.33918,32.107,NaN,80,NaN,0.13807,11618963,0,80.678,NaN,NaN,36.256,11.612,0.15497,4.2556
46.478,6227.2,-150.38,0.34217,32.107,NaN,80,NaN,0.13788,11628250,0,80.685,NaN,NaN,36.524,11.646,0.15498,4.2556
46.978,6152.1,-150.21,0.34421,32.107,NaN,80,NaN,0.13768,11637343,0,80.691,NaN,NaN,36.793,11.679,0.155,4.2556
47.478,6077,-150.04,0.34582,32.108,NaN,80,NaN,0.13749,11646390,0,80.696,NaN,NaN,37.061,11.713,0.15501,4.2556
47.978,6002,-149.86,0.34576,32.108,NaN,80,NaN,0.13729,11654929,0,80.695,NaN,NaN,37.328,11.747,0.155,4.2556
48.478,5927.2,-149.69,0.34575,32.108,NaN,80,NaN,0.1371,11663516,0,80.696,NaN,NaN,37.596,11.78,0.15501,4.2556
48.978,5852.4,-149.52,0.34538,32.108,NaN,80,NaN,0.1369,11671998,0,80.695,NaN,NaN,37.863,11.814,0.155,4.2556
49.478,5777.6,-149.35,0.34463,32.109,NaN,80,NaN,0.13671,1.168e7,0,80.694,NaN,NaN,38.13,11.847,0.155,4.2556
49.978,5703,-149.17,0.34365,32.109,NaN,80,NaN,0.13651,11688643,0,80.692,NaN,NaN,38.396,11.881,0.155,4.2556
50.478,5628.5,-149,0.34277,32.109,NaN,80,NaN,0.13632,11696950,0,80.691,NaN,NaN,38.662,11.914,0.155,4.2556
50.978,5554,-148.83,0.34134,32.109,NaN,80,NaN,0.13613,11705051,0,80.688,NaN,NaN,38.928,11.947,0.15499,4.2556
51.478,5479.6,-148.66,0.33959,32.109,NaN,80,NaN,0.13593,11713013,0,80.684,NaN,NaN,39.194,11.981,0.15498,4.2556
51.978,5405.3,-148.49,0.33797,32.11,NaN,80,NaN,0.13574,11720977,0,80.68,NaN,NaN,39.459,12.014,0.15498,4.2556
52.478,5331.1,-148.32,0.33699,32.11,NaN,80,NaN,0.13555,11729139,0,80.68,NaN,NaN,39.724,12.047,0.15498,4.2556
52.978,5257,-148.16,0.33496,32.11,NaN,80,NaN,0.13536,11736910,0,80.675,NaN,NaN,39.988,12.08,0.15497,4.2556
53.478,5183,-147.99,0.33307,32.11,NaN,80,NaN,0.13517,11744682,0,80.671,NaN,NaN,40.253,12.114,0.15496,4.2556
53.978,5109,-147.82,0.33124,32.111,NaN,80,NaN,0.13499,11752425,0,80.666,NaN,NaN,40.517,12.147,0.15495,4.2556
54.478,5035.2,-147.66,0.32936,32.111,NaN,80,NaN,0.1348,1.176e7,0,80.662,NaN,NaN,40.78,12.18,0.15494,4.2556
54.978,4961.4,-147.5,0.32775,32.111,NaN,80,NaN,0.13461,11767835,0,80.659,NaN,NaN,41.044,12.213,0.15493,4.2556
55.478,4887.7,-147.33,0.32597,32.111,NaN,80,NaN,0.13443,11775467,0,80.655,NaN,NaN,41.307,12.246,0.15493,4.2556
55.978,4814,-147.17,0.32624,32.112,NaN,80,NaN,0.13424,11783801,0,80.656,NaN,NaN,41.57,12.28,0.15493,4.2556
56.478,4740.5,-147.01,0.32851,32.112,NaN,80,NaN,0.13406,11792896,0,80.662,NaN,NaN,41.832,12.314,0.15494,4.2556
56.978,4667,-146.84,0.32983,32.112,NaN,80,NaN,0.13387,11801769,0,80.666,NaN,NaN,42.095,12.349,0.15495,4.2556
57.478,4593.7,-146.68,0.33055,32.112,NaN,80,NaN,0.13369,11810504,0,80.668,NaN,NaN,42.357,12.383,0.15495,4.2556
57.978,4520.4,-146.51,0.33053,32.112,NaN,80,NaN,0.1335,11819026,0,80.669,NaN,NaN,42.618,12.418,0.15495,4.2556
58.478,4447.1,-146.34,0.33087,32.113,NaN,80,NaN,0.13332,11827708,0,80.672,NaN,NaN,42.88,12.452,0.15496,4.2556
58.978,4374,-146.18,0.33141,32.113,NaN,80,NaN,0.13314,11836508,0,80.677,NaN,NaN,43.141,12.487,0.15497,4.2556
59.478,4301,-146.01,0.32951,32.113,NaN,80,NaN,0.13295,11844464,0,80.671,NaN,NaN,43.402,12.521,0.15496,4.2556
59.978,4228,-145.85,0.32734,32.113,NaN,80,NaN,0.13276,11852276,0,80.665,NaN,NaN,43.662,12.556,0.15495,4.2556
60.478,4155.1,-145.69,0.3257,32.114,NaN,80,NaN,0.13258,1.186e7,0,80.66,NaN,NaN,43.922,12.59,0.15494,4.2556
60.978,4082.3,-145.53,0.32526,32.114,NaN,80,NaN,0.1324,11868562,0,80.661,NaN,NaN,44.182,12.624,0.15494,4.2556
61.478,4009.6,-145.36,0.32366,32.114,NaN,80,NaN,0.13222,11876489,0,80.658,NaN,NaN,44.442,12.658,0.15493,4.2556
61.978,3936.9,-145.2,0.3212,32.114,NaN,80,NaN,0.13203,11884066,0,80.65,NaN,NaN,44.701,12.693,0.15492,4.2556
62.478,3864.4,-145.04,0.31979,32.114,NaN,80,NaN,0.13185,11891952,0,80.647,NaN,NaN,44.96,12.727,0.15491,4.2556
62.978,3791.9,-144.88,0.31878,32.115,NaN,80,NaN,0.13168,1.19e7,0,80.646,NaN,NaN,45.219,12.761,0.15491,4.2556
63.478,3719.5,-144.73,0.31668,32.115,NaN,80,NaN,0.13149,11907540,0,80.641,NaN,NaN,45.477,12.795,0.1549,4.2556
63.978,3647.2,-144.57,0.31507,32.115,NaN,80,NaN,0.13132,11915249,0,80.637,NaN,NaN,45.736,12.829,0.15489,4.2556
64.478,3574.9,-144.41,0.3136,32.115,NaN,80,NaN,0.13114,11922968,0,80.634,NaN,NaN,45.994,12.863,0.15489,4.2556
64.978,3502.8,-144.25,0.31198,32.116,NaN,80,NaN,0.13096,11930597,0,80.63,NaN,NaN,46.251,12.897,0.15488,4.2556
65.478,3430.7,-144.1,0.31041,32.116,NaN,80,NaN,0.13079,11938204,0,80.627,NaN,NaN,46.509,12.931,0.15487,4.2556
65.978,3358.7,-143.95,0.30903,32.116,NaN,80,NaN,0.13062,11945838,0,80.625,NaN,NaN,46.766,12.965,0.15487,4.2556
66.478,3286.7,-143.79,0.30717,32.116,NaN,80,NaN,0.13044,11953268,0,80.62,NaN,NaN,47.022,12.999,0.15486,4.2556
66.978,3214.9,-143.64,0.30566,32.116,NaN,80,NaN,0.13027,11960772,0,80.617,NaN,NaN,47.279,13.032,0.15485,4.2556
67.478,3143.1,-143.48,0.30785,32.117,NaN,80,NaN,0.1301,1.197e7,0,80.623,NaN,NaN,47.535,13.068,0.15487,4.2556
67.978,3071.4,-143.33,0.3101,32.117,NaN,80,NaN,0.12993,11978582,0,80.63,NaN,NaN,47.791,13.103,0.15488,4.2556
68.478,2999.8,-143.17,0.31068,32.117,NaN,80,NaN,0.12975,11987059,0,80.632,NaN,NaN,48.047,13.139,0.15488,4.2556
68.978,2928.2,-143.02,0.31095,32.117,NaN,80,NaN,0.12958,11995475,0,80.633,NaN,NaN,48.302,13.174,0.15488,4.2556
69.478,2856.7,-142.86,0.31061,32.118,NaN,80,NaN,0.1294,12003702,0,80.632,NaN,NaN,48.558,13.209,0.15488,4.2556
69.978,2785.3,-142.71,0.3102,32.118,NaN,80,NaN,0.12923,12011917,0,80.631,NaN,NaN,48.812,13.245,0.15488,4.2556
70.478,2714,-142.55,0.30951,32.118,NaN,80,NaN,0.12906,1.202e7,0,80.63,NaN,NaN,49.067,13.28,0.15488,4.2556
70.978,2642.8,-142.4,0.30868,32.118,NaN,80,NaN,0.12888,12028103,0,80.629,NaN,NaN,49.321,13.315,0.15488,4.2556
71.478,2571.6,-142.25,0.30754,32.118,NaN,80,NaN,0.12871,12036045,0,80.626,NaN,NaN,49.575,13.35,0.15487,4.2556
71.978,2500.5,-142.09,0.30672,32.119,NaN,80,NaN,0.12854,12044083,0,80.626,NaN,NaN,49.829,13.385,0.15487,4.2556
72.478,2429.5,-141.94,0.30539,32.119,NaN,80,NaN,0.12837,12051925,0,80.623,NaN,NaN,50.083,13.421,0.15487,4.2556
72.978,2358.6,-141.79,0.30356,32.119,NaN,80,NaN,0.1282,1.206e7,0,80.618,NaN,NaN,50.336,13.456,0.15486,4.2556
73.478,2287.8,-141.64,0.30221,32.119,NaN,80,NaN,0.12803,12067303,0,80.615,NaN,NaN,50.589,13.491,0.15485,4.2556
73.978,2217,-141.49,0.30095,32.12,NaN,80,NaN,0.12786,12075052,0,80.613,NaN,NaN,50.842,13.526,0.15485,4.2556
74.478,2146.3,-141.34,0.29947,32.12,NaN,80,NaN,0.12769,12082695,0,80.61,NaN,NaN,51.094,13.561,0.15484,4.2556
74.978,2075.6,-141.19,0.29811,32.12,NaN,80,NaN,0.12753,1.209e7,0,80.608,NaN,NaN,51.346,13.596,0.15484,4.2556
75.478,2005.1,-141.04,0.29635,32.12,NaN,80,NaN,0.12736,12097811,0,80.603,NaN,NaN,51.598,13.63,0.15483,4.2556
75.978,1934.6,-140.89,0.29492,32.12,NaN,80,NaN,0.12719,12105350,0,80.6,NaN,NaN,51.85,13.665,0.15482,4.2556
76.478,1864.2,-140.74,0.29505,32.121,NaN,80,NaN,0.12703,12113436,0,80.605,NaN,NaN,52.101,13.7,0.15483,4.2556
76.978,1793.9,-140.6,0.29146,32.121,NaN,80,NaN,0.12686,1.212e7,0,80.592,NaN,NaN,52.352,13.735,0.15481,4.2556
77.478,1723.6,-140.45,0.29071,32.121,NaN,80,NaN,0.1267,12127819,0,80.593,NaN,NaN,52.603,13.77,0.15481,4.2556
77.978,1653.4,-140.31,0.28877,32.121,NaN,80,NaN,0.12654,12135020,0,80.587,NaN,NaN,52.853,13.804,0.1548,4.2556
78.478,1583.3,-140.17,0.28743,32.121,NaN,80,NaN,0.12638,12142388,0,80.585,NaN,NaN,53.104,13.839,0.15479,4.2556
78.978,1513.2,-140.02,0.28935,32.122,NaN,80,NaN,0.12622,12150944,0,80.59,NaN,NaN,53.354,13.875,0.1548,4.2556
79.478,1443.3,-139.87,0.29123,32.122,NaN,80,NaN,0.12606,1.216e7,0,80.596,NaN,NaN,53.604,13.911,0.15481,4.2556
79.978,1373.4,-139.73,0.29223,32.122,NaN,80,NaN,0.12589,12168022,0,80.599,NaN,NaN,53.853,13.948,0.15482,4.2556
80.478,1303.5,-139.58,0.29256,32.122,NaN,80,NaN,0.12573,12176265,0,80.6,NaN,NaN,54.102,13.984,0.15482,4.2556
80.978,1233.8,-139.44,0.29282,32.123,NaN,80,NaN,0.12557,12184524,0,80.602,NaN,NaN,54.351,14.02,0.15482,4.2556
81.478,1164.1,-139.29,0.29176,32.123,NaN,80,NaN,0.1254,12192323,0,80.598,NaN,NaN,54.6,14.056,0.15482,4.2556
81.978,1094.5,-139.14,0.29131,32.123,NaN,80,NaN,0.12524,1.22e7,0,80.598,NaN,NaN,54.849,14.092,0.15482,4.2556
82.478,1024.9,-139,0.29056,32.123,NaN,80,NaN,0.12508,12208226,0,80.596,NaN,NaN,55.097,14.128,0.15481,4.2556
82.978,955.49,-138.85,0.28978,32.123,NaN,80,NaN,0.12492,12216107,0,80.595,NaN,NaN,55.345,14.165,0.15481,4.2556
83.478,886.09,-138.71,0.28846,32.124,NaN,80,NaN,0.12476,12223773,0,80.592,NaN,NaN,55.593,14.201,0.15481,4.2556
83.978,816.78,-138.57,0.28732,32.124,NaN,80,NaN,0.1246,12231474,0,80.59,NaN,NaN,55.84,14.237,0.1548,4.2556
84.478,747.53,-138.42,0.28628,32.124,NaN,80,NaN,0.12444,12239190,0,80.588,NaN,NaN,56.087,14.272,0.1548,4.2556
84.978,678.35,-138.28,0.2848,32.124,NaN,80,NaN,0.12428,12246714,0,80.584,NaN,NaN,56.334,14.308,0.15479,4.2556
85.478,609.25,-138.14,0.28355,32.124,NaN,80,NaN,0.12412,12254284,0,80.582,NaN,NaN,56.581,14.344,0.15479,4.2556
85.978,540.21,-138,0.28237,32.125,NaN,80,NaN,0.12396,12261850,0,80.58,NaN,NaN,56.827,14.38,0.15478,4.2556
