t,isp (s),cstar (m/s),Tc (K),Pc (kPA),T (lbf),mdot(lbm),mdot (kg),,,T (lbf),massLoss,Lb loss,Acceleration G's,T (lbf),massLoss,Lb loss,Acceleration G's,,,0,T (N)
1.37,228.8737385,1648.082088,3645.75806,1398.472712,508.8715896,2.614835409,1.186070801,,,508.8715896,2.274213825,5.003270414,4.468303973,508.8715896,2.274213825,5.003270414,4.468303973,,,1.37,2263.562605
1.38,228.8665525,1648.07814,3645.734534,1398.180525,508.7505134,2.61429534,1.185825829,,,508.7505134,2.286074533,5.029363972,4.468264605,508.7505134,2.286074533,5.029363972,4.468264605,,,1.38,2263.024034
1.39,228.8593585,1648.074188,3645.710985,1397.888085,508.6293347,2.613754803,1.185580646,,,508.6293347,2.297932791,5.05545214,4.468224109,508.6293347,2.297932791,5.05545214,4.468224109,,,1.39,2262.485007
1.4,228.8521564,1648.070233,3645.687411,1397.595394,508.5080536,2.613213798,1.185335249,,,508.5080536,2.309788597,5.081534914,4.468182481,508.5080536,2.309788597,5.081534914,4.468182481,,,1.4,2261.945524
1.41,228.8449462,1648.066273,3645.663814,1397.302449,508.3866699,2.612672324,1.185089641,,,508.3866699,2.32164195,5.10761229,4.468139722,508.3866699,2.32164195,5.10761229,4.468139722,,,1.41,2261.405585
1.42,228.8377279,1648.06231,3645.640193,1397.009252,508.2651835,2.61213038,1.184843819,,,508.2651835,2.333492846,5.133684262,4.468095827,508.2651835,2.333492846,5.133684262,4.468095827,,,1.42,2260.865189
1.43,228.8305014,1648.058343,3645.616549,1396.715802,508.1435943,2.611587967,1.184597784,,,508.1435943,2.345341285,5.159750826,4.468050796,508.1435943,2.345341285,5.159750826,4.468050796,,,1.43,2260.324336
1.44,228.8232669,1648.054372,3645.59288,1396.422099,508.0219021,2.611045084,1.184351536,,,508.0219021,2.357187262,5.185811977,4.468004627,508.0219021,2.357187262,5.185811977,4.468004627,,,1.44,2259.783025
1.45,228.8160241,1648.050397,3645.569188,1396.128142,507.9001069,2.610501729,1.184105074,,,507.9001069,2.369030778,5.211867711,4.467957316,507.9001069,2.369030778,5.211867711,4.467957316,,,1.45,2259.241256
1.46,228.8087732,1648.046418,3645.545471,1395.83393,507.7782085,2.609957903,1.183858399,,,507.7782085,2.380871829,5.237918023,4.467908863,507.7782085,2.380871829,5.237918023,4.467908863,,,1.46,2258.699027
1.47,228.8015141,1648.042436,3645.521731,1395.539465,507.6562069,2.609413605,1.183611509,,,507.6562069,2.392710413,5.263962908,4.467859265,507.6562069,2.392710413,5.263962908,4.467859265,,,1.47,2258.156339
1.48,228.7942469,1648.038449,3645.497967,1395.244744,507.5341018,2.608868834,1.183364405,,,507.5341018,2.404546528,5.290002361,4.46780852,507.5341018,2.404546528,5.290002361,4.46780852,,,1.48,2257.613191
1.49,228.7869714,1648.034459,3645.474178,1394.949769,507.4118931,2.60832359,1.183117086,,,507.4118931,2.416380172,5.316036378,4.467756627,507.4118931,2.416380172,5.316036378,4.467756627,,,1.49,2257.069583
1.5,228.7796877,1648.030465,3645.450366,1394.654538,507.2895808,2.607777871,1.182869552,,,507.2895808,2.428211343,5.342064954,4.467703583,507.2895808,2.428211343,5.342064954,4.467703583,,,1.5,2256.525513
1.51,228.7723957,1648.026468,3645.426529,1394.359052,507.1671647,2.607231679,1.182621803,,,507.1671647,2.440040038,5.368088084,4.467649385,507.1671647,2.440040038,5.368088084,4.467649385,,,1.51,2255.980982
1.52,228.7650956,1648.022466,3645.402669,1394.06331,507.0446447,2.606685011,1.182373838,,,507.0446447,2.451866256,5.394105763,4.467594033,507.0446447,2.451866256,5.394105763,4.467594033,,,1.52,2255.435988
1.53,228.7577871,1648.018461,3645.378784,1393.767312,506.9220206,2.606137867,1.182125658,,,506.9220206,2.463689994,5.420117988,4.467537524,506.9220206,2.463689994,5.420117988,4.467537524,,,1.53,2254.890532
1.54,228.7504704,1648.014451,3645.354876,1393.471057,506.7992924,2.605590248,1.181877261,,,506.7992924,2.475511251,5.446124752,4.467479855,506.7992924,2.475511251,5.446124752,4.467479855,,,1.54,2254.344613
1.55,228.7431454,1648.010438,3645.330943,1393.174545,506.6764599,2.605042151,1.181628649,,,506.6764599,2.487330024,5.472126052,4.467421026,506.6764599,2.487330024,5.472126052,4.467421026,,,1.55,2253.798229
1.56,228.7358121,1648.006421,3645.306986,1392.877777,506.553523,2.604493577,1.181379819,,,506.553523,2.49914631,5.498121882,4.467361033,506.553523,2.49914631,5.498121882,4.467361033,,,1.56,2253.251381
1.57,228.7284705,1648.0024,3645.283004,1392.58075,506.4304816,2.603944526,1.181130773,,,506.4304816,2.510960108,5.524112238,4.467299875,506.4304816,2.510960108,5.524112238,4.467299875,,,1.57,2252.704068
1.58,228.7211206,1647.998375,3645.258999,1392.283466,506.3073355,2.603394995,1.18088151,,,506.3073355,2.522771416,5.550097115,4.467237549,506.3073355,2.522771416,5.550097115,4.467237549,,,1.58,2252.15629
1.59,228.7137623,1647.994347,3645.234969,1391.985924,506.1840847,2.602844985,1.18063203,,,506.1840847,2.534580231,5.576076509,4.467174055,506.1840847,2.534580231,5.576076509,4.467174055,,,1.59,2251.608046
1.6,228.7063957,1647.990314,3645.210915,1391.688124,506.0607289,2.602294496,1.180382332,,,506.0607289,2.546386551,5.602050413,4.467109388,506.0607289,2.546386551,5.602050413,4.467109388,,,1.6,2251.059334
1.61,228.6990207,1647.986278,3645.186836,1391.390065,505.9372682,2.601743526,1.180132416,,,505.9372682,2.558190375,5.628018824,4.467043548,505.9372682,2.558190375,5.628018824,4.467043548,,,1.61,2250.510156
1.62,228.6916373,1647.982238,3645.162733,1391.091746,505.8137022,2.601192075,1.179882281,,,505.8137022,2.569991699,5.653981738,4.466976532,505.8137022,2.569991699,5.653981738,4.466976532,,,1.62,2249.96051
1.63,228.6842455,1647.978194,3645.138606,1390.793169,505.690031,2.600640143,1.179631929,,,505.690031,2.581790522,5.679939148,4.466908339,505.690031,2.581790522,5.679939148,4.466908339,,,1.63,2249.410396
1.64,228.6768454,1647.974146,3645.114454,1390.494331,505.5662544,2.600087728,1.179381358,,,505.5662544,2.593586841,5.70589105,4.466838965,505.5662544,2.593586841,5.70589105,4.466838965,,,1.64,2248.859813
1.65,228.6694368,1647.970094,3645.090278,1390.195234,505.4423723,2.599534831,1.179130567,,,505.4423723,2.605380655,5.73183744,4.466768409,505.4423723,2.605380655,5.73183744,4.466768409,,,1.65,2248.30876
1.66,228.6620197,1647.966038,3645.066077,1389.895876,505.3183845,2.598981451,1.178879558,,,505.3183845,2.61717196,5.757778313,4.46669667,505.3183845,2.61717196,5.757778313,4.46669667,,,1.66,2247.757238
1.67,228.6545942,1647.961978,3645.041852,1389.596258,505.1942909,2.598427586,1.178628329,,,505.1942909,2.628960756,5.783713663,4.466623744,505.1942909,2.628960756,5.783713663,4.466623744,,,1.67,2247.205245
1.68,228.6471603,1647.957915,3645.017603,1389.296379,505.0700914,2.597873237,1.17837688,,,505.0700914,2.640747039,5.809643486,4.466549629,505.0700914,2.640747039,5.809643486,4.466549629,,,1.68,2246.652781
1.69,228.6397179,1647.953847,3644.993328,1388.996238,504.9457859,2.597318402,1.178125211,,,504.9457859,2.652530808,5.835567777,4.466474325,504.9457859,2.652530808,5.835567777,4.466474325,,,1.69,2246.099845
1.7,228.6322669,1647.949776,3644.969029,1388.695836,504.8213742,2.596763082,1.177873322,,,504.8213742,2.66431206,5.861486532,4.466397827,504.8213742,2.66431206,5.861486532,4.466397827,,,1.7,2245.546437
1.71,228.6248075,1647.945701,3644.944706,1388.395172,504.6968562,2.596207276,1.177621212,,,504.6968562,2.676090793,5.887399745,4.466320135,504.6968562,2.676090793,5.887399745,4.466320135,,,1.71,2244.992556
1.72,228.6173396,1647.941622,3644.920358,1388.094246,504.5722318,2.595650982,1.177368881,,,504.5722318,2.687867005,5.913307412,4.466241246,504.5722318,2.687867005,5.913307412,4.466241246,,,1.72,2244.438201
1.73,228.6098631,1647.937539,3644.895985,1387.793057,504.4475008,2.595094201,1.177116329,,,504.4475008,2.699640694,5.939209527,4.466161158,504.4475008,2.699640694,5.939209527,4.466161158,,,1.73,2243.883373
1.74,228.6023781,1647.933452,3644.871587,1387.491605,504.3226632,2.594536932,1.176863556,,,504.3226632,2.711411857,5.965106086,4.466079868,504.3226632,2.711411857,5.965106086,4.466079868,,,1.74,2243.32807
1.75,228.5948845,1647.929361,3644.847165,1387.18989,504.1977188,2.593979174,1.17661056,,,504.1977188,2.723180493,5.990997085,4.465997376,504.1977188,2.723180493,5.990997085,4.465997376,,,1.75,2242.772293
1.76,228.5873823,1647.925266,3644.822718,1386.887911,504.0726674,2.593420926,1.176357343,,,504.0726674,2.734946599,6.016882517,4.465913678,504.0726674,2.734946599,6.016882517,4.465913678,,,1.76,2242.216039
1.77,228.5798716,1647.921167,3644.798246,1386.585669,503.947509,2.592862188,1.176103904,,,503.947509,2.746710172,6.042762379,4.465828772,503.947509,2.746710172,6.042762379,4.465828772,,,1.77,2241.659309
1.78,228.5723522,1647.917064,3644.773749,1386.283162,503.8222433,2.59230296,1.175850242,,,503.8222433,2.758471211,6.068636664,4.465742656,503.8222433,2.758471211,6.068636664,4.465742656,,,1.78,2241.102103
1.79,228.5648243,1647.912958,3644.749228,1385.980391,503.6968704,2.59174324,1.175596357,,,503.6968704,2.770229714,6.09450537,4.465655329,503.6968704,2.770229714,6.09450537,4.465655329,,,1.79,2240.544419
1.8,228.5572877,1647.908847,3644.724681,1385.677355,503.57139,2.591183029,1.175342249,,,503.57139,2.781985677,6.12036849,4.465566787,503.57139,2.781985677,6.12036849,4.465566787,,,1.8,2239.986257
1.81,228.5497424,1647.904733,3644.70011,1385.374053,503.445802,2.590622325,1.175087918,,,503.445802,2.7937391,6.146226019,4.465477029,503.445802,2.7937391,6.146226019,4.465477029,,,1.81,2239.427616
1.82,228.5421885,1647.900614,3644.675513,1385.070486,503.3201062,2.590061127,1.174833362,,,503.3201062,2.805489979,6.172077953,4.465386053,503.3201062,2.805489979,6.172077953,4.465386053,,,1.82,2238.868497
1.83,228.5346259,1647.896492,3644.650892,1384.766654,503.1943027,2.589499436,1.174578583,,,503.1943027,2.817238312,6.197924287,4.465293856,503.1943027,2.817238312,6.197924287,4.465293856,,,1.83,2238.308897
1.84,228.5270546,1647.892366,3644.626245,1384.462555,503.0683911,2.588937251,1.17432358,,,503.0683911,2.828984098,6.223765016,4.465200436,503.0683911,2.828984098,6.223765016,4.465200436,,,1.84,2237.748817
1.85,228.5194746,1647.888235,3644.601574,1384.158189,502.9423715,2.58837457,1.174068352,,,502.9423715,2.840727334,6.249600135,4.46510579,502.9423715,2.840727334,6.249600135,4.46510579,,,1.85,2237.188257
1.86,228.5118859,1647.884101,3644.576877,1383.853557,502.8162436,2.587811394,1.173812899,,,502.8162436,2.852468018,6.275429639,4.465009918,502.8162436,2.852468018,6.275429639,4.465009918,,,1.86,2236.627215
1.87,228.5042885,1647.879963,3644.552156,1383.548657,502.6900073,2.587247722,1.173557221,,,502.6900073,2.864206147,6.301253522,4.464912816,502.6900073,2.864206147,6.301253522,4.464912816,,,1.87,2236.06569
1.88,228.4966823,1647.875821,3644.527409,1383.24349,502.5636625,2.586683552,1.173301318,,,502.5636625,2.875941719,6.327071781,4.464814483,502.5636625,2.875941719,6.327071781,4.464814483,,,1.88,2235.503683
1.89,228.4890673,1647.871674,3644.502637,1382.938055,502.4372091,2.586118885,1.173045189,,,502.4372091,2.887674732,6.35288441,4.464714915,502.4372091,2.887674732,6.35288441,4.464714915,,,1.89,2234.941193
1.9,228.4814436,1647.867524,3644.47784,1382.632352,502.3106468,2.58555372,1.172788834,,,502.3106468,2.899405184,6.378691404,4.464614112,502.3106468,2.899405184,6.378691404,4.464614112,,,1.9,2234.378219
1.91,228.473811,1647.86337,3644.453017,1382.32638,502.1839757,2.584988056,1.172532253,,,502.1839757,2.911133072,6.404492759,4.46451207,502.1839757,2.911133072,6.404492759,4.46451207,,,1.91,2233.814761
1.92,228.4661697,1647.859212,3644.428169,1382.020139,502.0571955,2.584421892,1.172275445,,,502.0571955,2.922858395,6.430288468,4.464408787,502.0571955,2.922858395,6.430288468,4.464408787,,,1.92,2233.250817
1.93,228.4585195,1647.85505,3644.403296,1381.713629,501.9303062,2.583855228,1.172018411,,,501.9303062,2.934581149,6.456078528,4.464304262,501.9303062,2.934581149,6.456078528,4.464304262,,,1.93,2232.686388
1.94,228.4508605,1647.850884,3644.378398,1381.406849,501.8033075,2.583288064,1.171761149,,,501.8033075,2.946301333,6.481862933,4.464198491,501.8033075,2.946301333,6.481862933,4.464198491,,,1.94,2232.121472
1.95,228.4431927,1647.846714,3644.353474,1381.0998,501.6761994,2.582720398,1.17150366,,,501.6761994,2.958018945,6.507641678,4.464091474,501.6761994,2.958018945,6.507641678,4.464091474,,,1.95,2231.55607
1.96,228.435516,1647.84254,3644.328525,1380.79248,501.5489817,2.58215223,1.171245943,,,501.5489817,2.969733981,6.533414759,4.463983206,501.5489817,2.969733981,6.533414759,4.463983206,,,1.96,2230.99018
1.97,228.4278304,1647.838362,3644.30355,1380.484889,501.4216543,2.581583559,1.170987998,,,501.4216543,2.981446441,6.55918217,4.463873687,501.4216543,2.981446441,6.55918217,4.463873687,,,1.97,2230.423802
1.98,228.4201358,1647.83418,3644.27855,1380.177028,501.294217,2.581014385,1.170729824,,,501.294217,2.993156321,6.584943906,4.463762914,501.294217,2.993156321,6.584943906,4.463762914,,,1.98,2229.856936
1.99,228.4124324,1647.829994,3644.253525,1379.868895,501.1666697,2.580444707,1.170471422,,,501.1666697,3.004863619,6.610699962,4.463650885,501.1666697,3.004863619,6.610699962,4.463650885,,,1.99,2229.28958
2,228.4047201,1647.825804,3644.228474,1379.560491,501.0390123,2.579874525,1.170212792,,,501.0390123,3.016568333,6.636450333,4.463537597,501.0390123,3.016568333,6.636450333,4.463537597,,,2,2228.721734
2.01,228.3969988,1647.82161,3644.203397,1379.251814,500.9112446,2.579303837,1.169953932,,,500.9112446,3.028270461,6.662195014,4.463423048,500.9112446,3.028270461,6.662195014,4.463423048,,,2.01,2228.153398
2.02,228.3892685,1647.817412,3644.178295,1378.942865,500.7833665,2.578732643,1.169694842,,,500.7833665,3.03997,6.687934001,4.463307236,500.7833665,3.03997,6.687934001,4.463307236,,,2.02,2227.584571
2.03,228.3815293,1647.813209,3644.153167,1378.633644,500.6553778,2.578160942,1.169435523,,,500.6553778,3.051666949,6.713667287,4.463190159,500.6553778,3.051666949,6.713667287,4.463190159,,,2.03,2227.015252
2.04,228.3737811,1647.809003,3644.128013,1378.324149,500.5272785,2.577588734,1.169175973,,,500.5272785,3.063361304,6.739394869,4.463071813,500.5272785,3.063361304,6.739394869,4.463071813,,,2.04,2226.44544
2.05,228.3660239,1647.804793,3644.102834,1378.014381,500.3990683,2.577016019,1.168916194,,,500.3990683,3.075053064,6.76511674,4.462952198,500.3990683,3.075053064,6.76511674,4.462952198,,,2.05,2225.875136
2.06,228.3582576,1647.800579,3644.077629,1377.704339,500.2707472,2.576442794,1.168656183,,,500.2707472,3.086742226,6.790832897,4.462831311,500.2707472,3.086742226,6.790832897,4.462831311,,,2.06,2225.304338
2.07,228.3504824,1647.796361,3644.052398,1377.394023,500.142315,2.57586906,1.168395941,,,500.142315,3.098428788,6.816543333,4.462709149,500.142315,3.098428788,6.816543333,4.462709149,,,2.07,2224.733045
2.08,228.342698,1647.792138,3644.027142,1377.083433,500.0137715,2.575294817,1.168135469,,,500.0137715,3.110112747,6.842248043,4.462585709,500.0137715,3.110112747,6.842248043,4.462585709,,,2.08,2224.161258
2.09,228.3349046,1647.787912,3644.00186,1376.772567,499.8851166,2.574720063,1.167874764,,,499.8851166,3.121794102,6.867947024,4.462460991,499.8851166,3.121794102,6.867947024,4.462460991,,,2.09,2223.588976
2.1,228.3271022,1647.783682,3643.976551,1376.461427,499.7563503,2.574144797,1.167613828,,,499.7563503,3.133472849,6.893640268,4.462334991,499.7563503,3.133472849,6.893640268,4.462334991,,,2.1,2223.016197
2.11,228.3192906,1647.779447,3643.951217,1376.150011,499.6274722,2.57356902,1.167352659,,,499.6274722,3.145148988,6.919327773,4.462207707,499.6274722,3.145148988,6.919327773,4.462207707,,,2.11,2222.442922
2.12,228.3114699,1647.775209,3643.925857,1375.838319,499.4984824,2.57299273,1.167091258,,,499.4984824,3.156822514,6.945009531,4.462079137,499.4984824,3.156822514,6.945009531,4.462079137,,,2.12,2221.869149
2.13,228.3036401,1647.770966,3643.900471,1375.526351,499.3693806,2.572415926,1.166829624,,,499.3693806,3.168493427,6.970685539,4.461949279,499.3693806,3.168493427,6.970685539,4.461949279,,,2.13,2221.294879
2.14,228.2958011,1647.766719,3643.875059,1375.214106,499.2401667,2.571838609,1.166567757,,,499.2401667,3.180161723,6.996355791,4.461818129,499.2401667,3.180161723,6.996355791,4.461818129,,,2.14,2220.720109
2.15,228.287953,1647.762469,3643.849621,1374.901584,499.1108405,2.571260777,1.166305657,,,499.1108405,3.191827401,7.022020281,4.461685687,499.1108405,3.191827401,7.022020281,4.461685687,,,2.15,2220.144841
2.16,228.2800956,1647.758214,3643.824157,1374.588785,498.981402,2.57068243,1.166043322,,,498.981402,3.203490457,7.047679006,4.461551948,498.981402,3.203490457,7.047679006,4.461551948,,,2.16,2219.569072
2.17,228.2722291,1647.753955,3643.798667,1374.275708,498.851851,2.570103566,1.165780754,,,498.851851,3.21515089,7.073331959,4.461416912,498.851851,3.21515089,7.073331959,4.461416912,,,2.17,2218.992804
2.18,228.2643534,1647.749692,3643.773151,1373.962353,498.7221873,2.569524186,1.165517952,,,498.7221873,3.226808698,7.098979135,4.461280575,498.7221873,3.226808698,7.098979135,4.461280575,,,2.18,2218.416034
